Site,Year,Type,No_of_Sales,Median_Price,Mean_Price,lat,lon
Moreland City,2012,Units/Apartment,1657,429000,433846,-37.7240653,144.9501708
Moreland City,2012,Vacant House Block,70,390000,360958,-37.7240653,144.9501708
Moreland City,2011,House,1518,580000,609688,-37.7240653,144.9501708
Moreland City,2011,Units/Apartment,1626,420000,443196,-37.7240653,144.9501708
Moreland City,2011,Vacant House Block,45,365500,402425,-37.7240653,144.9501708
Moreland City,2010,House,1689,600000,626259,-37.7240653,144.9501708
Moreland City,2010,Units/Apartment,1567,425000,451153,-37.7240653,144.9501708
Moreland City,2010,Vacant House Block,27,283000,368814,-37.7240653,144.9501708
Moreland City,2009,House,1875,506000,536042,-37.7240653,144.9501708
Moreland City,2009,Units/Apartment,1975,396000,404324,-37.7240653,144.9501708
Moreland City,2009,Vacant House Block,66,212500,256852,-37.7240653,144.9501708
Moreland City,2008,House,1614,462750,490052,-37.7240653,144.9501708
Moreland City,2008,Units/Apartment,1514,356500,364638,-37.7240653,144.9501708
Moreland City,2008,Vacant House Block,72,187750,206935,-37.7240653,144.9501708
Moreland City,2007,House,2167,420000,449281,-37.7240653,144.9501708
Moreland City,2007,Units/Apartment,1883,325000,338864,-37.7240653,144.9501708
Moreland City,2007,Vacant House Block,96,179500,191900,-37.7240653,144.9501708
Moreland City,2006,House,1911,361000,377841,-37.7240653,144.9501708
Moreland City,2006,Units/Apartment,1127,270000,292118,-37.7240653,144.9501708
Moreland City,2006,Vacant House Block,58,183500,194138,-37.7240653,144.9501708
Mornington Peninsula Shire,2016,House,4051,625000,767360,-38.2854053,145.093449
Mornington Peninsula Shire,2016,Units/Apartment,1030,443250,503427,-38.2854053,145.093449
Mornington Peninsula Shire,2016,Vacant House Block,360,347500,404811,-38.2854053,145.093449
Mornington Peninsula Shire,2015,House,4406,570000,689447,-38.2854053,145.093449
Mornington Peninsula Shire,2015,Units/Apartment,1126,395000,436239,-38.2854053,145.093449
Mornington Peninsula Shire,2015,Vacant House Block,408,280000,348409,-38.2854053,145.093449
Mornington Peninsula Shire,2014,House,4047,530000,627067,-38.2854053,145.093449
Mornington Peninsula Shire,2014,Units/Apartment,1035,390000,423331,-38.2854053,145.093449
Mornington Peninsula Shire,2014,Vacant House Block,415,284250,340216,-38.2854053,145.093449
Mornington Peninsula Shire,2013,House,3595,500000,600379,-38.2854053,145.093449
Mornington Peninsula Shire,2013,Units/Apartment,965,380000,422243,-38.2854053,145.093449
Mornington Peninsula Shire,2013,Vacant House Block,479,247000,276929,-38.2854053,145.093449
Mornington Peninsula Shire,2012,House,3289,485000,567048,-38.2854053,145.093449
Mornington Peninsula Shire,2012,Units/Apartment,854,365000,415400,-38.2854053,145.093449
Mornington Peninsula Shire,2012,Vacant House Block,317,280000,303056,-38.2854053,145.093449
Mornington Peninsula Shire,2011,House,3185,500000,627585,-38.2854053,145.093449
Mornington Peninsula Shire,2011,Units/Apartment,824,365000,427176,-38.2854053,145.093449
Mornington Peninsula Shire,2011,Vacant House Block,352,283250,351431,-38.2854053,145.093449
Mornington Peninsula Shire,2010,House,3940,480000,584971,-38.2854053,145.093449
Mornington Peninsula Shire,2010,Units/Apartment,1088,355000,404632,-38.2854053,145.093449
Mornington Peninsula Shire,2010,Vacant House Block,464,255000,299472,-38.2854053,145.093449
Mornington Peninsula Shire,2009,House,4131,409000,489915,-38.2854053,145.093449
Mornington Peninsula Shire,2009,Units/Apartment,1065,320000,350134,-38.2854053,145.093449
Mornington Peninsula Shire,2009,Vacant House Block,540,200000,231790,-38.2854053,145.093449
Mornington Peninsula Shire,2008,House,3417,390000,495870,-38.2854053,145.093449
Mornington Peninsula Shire,2008,Units/Apartment,796,303500,343430,-38.2854053,145.093449
Mornington Peninsula Shire,2008,Vacant House Block,351,185000,223233,-38.2854053,145.093449
Mornington Peninsula Shire,2007,House,5216,356050,446732,-38.2854053,145.093449
Mornington Peninsula Shire,2007,Units/Apartment,1033,300000,352814,-38.2854053,145.093449
Mornington Peninsula Shire,2007,Vacant House Block,787,158000,191756,-38.2854053,145.093449
Mornington Peninsula Shire,2006,House,4102,330000,415714,-38.2854053,145.093449
Mornington Peninsula Shire,2006,Units/Apartment,719,262000,334267,-38.2854053,145.093449
Mornington Peninsula Shire,2006,Vacant House Block,775,160000,186170,-38.2854053,145.093449
Mount Alexander Shire,2016,House,295,401950,426073,-37.0353437,144.1720041
Mount Alexander Shire,2016,Units/Apartment,24,322500,307875,-37.0353437,144.1720041
Mount Alexander Shire,2016,Vacant House Block,73,130000,136219,-37.0353437,144.1720041
Mount Alexander Shire,2015,House,261,372500,387513,-37.0353437,144.1720041
Mount Alexander Shire,2015,Units/Apartment,30,312500,326166,-37.0353437,144.1720041
Mount Alexander Shire,2015,Vacant House Block,85,123000,123897,-37.0353437,144.1720041
Mount Alexander Shire,2014,House,275,345000,378108,-37.0353437,144.1720041
Mount Alexander Shire,2014,Units/Apartment,18,257500,261897,-37.0353437,144.1720041
Mount Alexander Shire,2014,Vacant House Block,79,125000,127440,-37.0353437,144.1720041
Mount Alexander Shire,2013,House,290,352500,364992,-37.0353437,144.1720041
Mount Alexander Shire,2013,Units/Apartment,26,295000,284855,-37.0353437,144.1720041
Mount Alexander Shire,2013,Vacant House Block,79,122500,118829,-37.0353437,144.1720041
Mount Alexander Shire,2012,House,232,325000,349638,-37.0353437,144.1720041
Mount Alexander Shire,2012,Units/Apartment,27,290000,269175,-37.0353437,144.1720041
Mount Alexander Shire,2012,Vacant House Block,60,112500,111197,-37.0353437,144.1720041
Mount Alexander Shire,2011,House,239,310000,332223,-37.0353437,144.1720041
Mount Alexander Shire,2011,Units/Apartment,17,242000,237029,-37.0353437,144.1720041
Mount Alexander Shire,2011,Vacant House Block,82,100000,106968,-37.0353437,144.1720041
Mount Alexander Shire,2010,House,287,292000,313416,-37.0353437,144.1720041
Mount Alexander Shire,2010,Units/Apartment,35,255000,241800,-37.0353437,144.1720041
Mount Alexander Shire,2010,Vacant House Block,90,90000,98292,-37.0353437,144.1720041
Mount Alexander Shire,2009,House,274,246750,260443,-37.0353437,144.1720041
Mount Alexander Shire,2009,Units/Apartment,32,225000,225351,-37.0353437,144.1720041
Mount Alexander Shire,2009,Vacant House Block,70,85000,86178,-37.0353437,144.1720041
Mount Alexander Shire,2008,House,233,230000,243552,-37.0353437,144.1720041
Mount Alexander Shire,2008,Units/Apartment,32,205000,204468,-37.0353437,144.1720041
Mount Alexander Shire,2008,Vacant House Block,48,86862,93104,-37.0353437,144.1720041
Mount Alexander Shire,2007,House,318,219500,234750,-37.0353437,144.1720041
Mount Alexander Shire,2007,Units/Apartment,32,207750,224271,-37.0353437,144.1720041
Mount Alexander Shire,2007,Vacant House Block,63,87500,88106,-37.0353437,144.1720041
Mount Alexander Shire,2006,House,236,220000,237254,-37.0353437,144.1720041
Mount Alexander Shire,2006,Units/Apartment,27,210000,211676,-37.0353437,144.1720041
Mount Alexander Shire,2006,Vacant House Block,48,76251,76572,-37.0353437,144.1720041
Moyne Shire,2016,House,204,340000,415385,-38.1886081,142.4465474
Moyne Shire,2016,Units/Apartment,24,341500,435375,-38.1886081,142.4465474
Moyne Shire,2016,Vacant House Block,45,140000,166615,-38.1886081,142.4465474
Moyne Shire,2015,House,184,340000,402075,-38.1886081,142.4465474
Moyne Shire,2015,Units/Apartment,18,322000,381944,-38.1886081,142.4465474
Moyne Shire,2015,Vacant House Block,49,138000,135249,-38.1886081,142.4465474
Moyne Shire,2014,House,205,318000,344153,-38.1886081,142.4465474
Moyne Shire,2014,Units/Apartment,25,365000,377930,-38.1886081,142.4465474
Moyne Shire,2014,Vacant House Block,44,115475,138792,-38.1886081,142.4465474
Moyne Shire,2013,House,163,305000,371807,-38.1886081,142.4465474
Moyne Shire,2013,Units/Apartment,16,337500,492500,-38.1886081,142.4465474
Moyne Shire,2013,Vacant House Block,45,150000,134011,-38.1886081,142.4465474
Moyne Shire,2012,House,143,320000,362270,-38.1886081,142.4465474
Moyne Shire,2012,Units/Apartment,8,283500,274062,-38.1886081,142.4465474
Moyne Shire,2012,Vacant House Block,65,99500,105662,-38.1886081,142.4465474
Moyne Shire,2011,House,131,290000,333422,-38.1886081,142.4465474
Moyne Shire,2011,Units/Apartment,11,360000,383863,-38.1886081,142.4465474
Moyne Shire,2011,Vacant House Block,62,125500,139248,-38.1886081,142.4465474
Moyne Shire,2010,House,163,300000,349742,-38.1886081,142.4465474
Moyne Shire,2010,Units/Apartment,12,288500,288625,-38.1886081,142.4465474
Moyne Shire,2010,Vacant House Block,77,125000,118156,-38.1886081,142.4465474
Moyne Shire,2009,House,186,254000,292974,-38.1886081,142.4465474
Moyne Shire,2009,Units/Apartment,23,300000,327014,-38.1886081,142.4465474
Moyne Shire,2009,Vacant House Block,66,115000,113090,-38.1886081,142.4465474
Moyne Shire,2008,House,140,249500,278177,-38.1886081,142.4465474
Moyne Shire,2008,Units/Apartment,15,270000,386400,-38.1886081,142.4465474
Moyne Shire,2008,Vacant House Block,46,99950,101917,-38.1886081,142.4465474
Moyne Shire,2007,House,180,252500,281201,-38.1886081,142.4465474
Moyne Shire,2007,Units/Apartment,27,295000,356784,-38.1886081,142.4465474
Moyne Shire,2007,Vacant House Block,61,82000,91628,-38.1886081,142.4465474
Moyne Shire,2006,House,153,225000,252932,-38.1886081,142.4465474
Moyne Shire,2006,Units/Apartment,25,251000,349952,-38.1886081,142.4465474
Moyne Shire,2006,Vacant House Block,75,70000,80667,-38.1886081,142.4465474
Murrindindi Shire,2016,House,205,270000,288269,-37.3617931,145.5801757
Murrindindi Shire,2016,Units/Apartment,14,257500,264266,-37.3617931,145.5801757
Murrindindi Shire,2016,Vacant House Block,86,135000,136926,-37.3617931,145.5801757
Murrindindi Shire,2015,House,163,265000,279959,-37.3617931,145.5801757
Murrindindi Shire,2015,Units/Apartment,17,250000,238911,-37.3617931,145.5801757
Murrindindi Shire,2015,Vacant House Block,71,120000,115841,-37.3617931,145.5801757
Murrindindi Shire,2014,House,178,230000,233798,-37.3617931,145.5801757
Murrindindi Shire,2014,Units/Apartment,16,250000,241218,-37.3617931,145.5801757
Murrindindi Shire,2014,Vacant House Block,53,105000,122427,-37.3617931,145.5801757
Murrindindi Shire,2013,House,152,260000,274014,-37.3617931,145.5801757
Murrindindi Shire,2013,Units/Apartment,12,197500,205750,-37.3617931,145.5801757
Murrindindi Shire,2013,Vacant House Block,48,100000,104793,-37.3617931,145.5801757
Murrindindi Shire,2012,House,135,247500,261581,-37.3617931,145.5801757
Murrindindi Shire,2012,Units/Apartment,14,207500,209964,-37.3617931,145.5801757
Murrindindi Shire,2012,Vacant House Block,107,100000,104092,-37.3617931,145.5801757
Murrindindi Shire,2011,House,133,251500,252625,-37.3617931,145.5801757
Murrindindi Shire,2011,Units/Apartment,21,185000,193095,-37.3617931,145.5801757
Murrindindi Shire,2011,Vacant House Block,82,112000,121226,-37.3617931,145.5801757
Murrindindi Shire,2010,House,153,230000,242995,-37.3617931,145.5801757
Murrindindi Shire,2010,Units/Apartment,16,230000,239781,-37.3617931,145.5801757
Murrindindi Shire,2010,Vacant House Block,111,96000,103413,-37.3617931,145.5801757
Murrindindi Shire,2009,House,190,217500,218038,-37.3617931,145.5801757
Murrindindi Shire,2009,Units/Apartment,23,215000,220847,-37.3617931,145.5801757
Murrindindi Shire,2009,Vacant House Block,119,96000,98041,-37.3617931,145.5801757
Murrindindi Shire,2008,House,167,213000,222974,-37.3617931,145.5801757
Murrindindi Shire,2008,Units/Apartment,16,226250,214232,-37.3617931,145.5801757
Murrindindi Shire,2008,Vacant House Block,48,77000,84240,-37.3617931,145.5801757
Murrindindi Shire,2007,House,216,207500,213609,-37.3617931,145.5801757
Murrindindi Shire,2007,Units/Apartment,15,230000,214420,-37.3617931,145.5801757
Murrindindi Shire,2007,Vacant House Block,52,90000,102403,-37.3617931,145.5801757
Murrindindi Shire,2006,House,211,195000,208557,-37.3617931,145.5801757
Murrindindi Shire,2006,Units/Apartment,12,196500,201375,-37.3617931,145.5801757
Murrindindi Shire,2006,Vacant House Block,53,74000,89193,-37.3617931,145.5801757
Nillumbik Shire,2016,House,625,731000,750434,-37.597667,145.2701235
Nillumbik Shire,2016,Units/Apartment,151,535000,539296,-37.597667,145.2701235
Nillumbik Shire,2016,Vacant House Block,47,398000,406752,-37.597667,145.2701235
Nillumbik Shire,2015,House,732,665750,697665,-37.597667,145.2701235
Nillumbik Shire,2015,Units/Apartment,175,530000,524974,-37.597667,145.2701235
Nillumbik Shire,2015,Vacant House Block,66,370000,347545,-37.597667,145.2701235
Nillumbik Shire,2014,House,698,620000,637412,-37.597667,145.2701235
Nillumbik Shire,2014,Units/Apartment,176,481000,490921,-37.597667,145.2701235
Nillumbik Shire,2014,Vacant House Block,96,350000,330489,-37.597667,145.2701235
Nillumbik Shire,2013,House,644,584200,611069,-37.597667,145.2701235
Nillumbik Shire,2013,Units/Apartment,138,459500,467117,-37.597667,145.2701235
Nillumbik Shire,2013,Vacant House Block,63,319500,301887,-37.597667,145.2701235
Nillumbik Shire,2012,House,577,552000,583168,-37.597667,145.2701235
Nillumbik Shire,2012,Units/Apartment,123,440000,489516,-37.597667,145.2701235
Nillumbik Shire,2012,Vacant House Block,87,200000,239653,-37.597667,145.2701235
Nillumbik Shire,2011,House,592,580500,608581,-37.597667,145.2701235
Nillumbik Shire,2011,Units/Apartment,140,454227,474319,-37.597667,145.2701235
Nillumbik Shire,2011,Vacant House Block,55,245000,300327,-37.597667,145.2701235
Nillumbik Shire,2010,House,684,575000,605908,-37.597667,145.2701235
Nillumbik Shire,2010,Units/Apartment,163,440000,467064,-37.597667,145.2701235
Nillumbik Shire,2010,Vacant House Block,54,241750,283454,-37.597667,145.2701235
Nillumbik Shire,2009,House,620,480000,510127,-37.597667,145.2701235
Nillumbik Shire,2009,Units/Apartment,206,390000,404598,-37.597667,145.2701235
Nillumbik Shire,2009,Vacant House Block,71,210000,274926,-37.597667,145.2701235
Nillumbik Shire,2008,House,621,460000,488885,-37.597667,145.2701235
Nillumbik Shire,2008,Units/Apartment,175,355150,369563,-37.597667,145.2701235
Nillumbik Shire,2008,Vacant House Block,53,212000,229236,-37.597667,145.2701235
Nillumbik Shire,2007,House,810,431762,462464,-37.597667,145.2701235
Nillumbik Shire,2007,Units/Apartment,207,330000,348433,-37.597667,145.2701235
Nillumbik Shire,2007,Vacant House Block,97,195000,201608,-37.597667,145.2701235
Nillumbik Shire,2006,House,748,391550,419725,-37.597667,145.2701235
Nillumbik Shire,2006,Units/Apartment,151,300000,329336,-37.597667,145.2701235
Nillumbik Shire,2006,Vacant House Block,110,210000,219093,-37.597667,145.2701235
Northern Grampians Shire,2016,House,173,175000,194290,-36.9044244,142.9599661
Northern Grampians Shire,2016,Units/Apartment,3,115000,144333,-36.9044244,142.9599661
Northern Grampians Shire,2016,Vacant House Block,18,60500,66761,-36.9044244,142.9599661
Northern Grampians Shire,2015,House,167,172000,180174,-36.9044244,142.9599661
Northern Grampians Shire,2015,Units/Apartment,12,145500,171291,-36.9044244,142.9599661
Northern Grampians Shire,2015,Vacant House Block,21,60000,76142,-36.9044244,142.9599661
Northern Grampians Shire,2014,House,179,165000,176272,-36.9044244,142.9599661
Northern Grampians Shire,2014,Units/Apartment,9,180000,181970,-36.9044244,142.9599661
Northern Grampians Shire,2014,Vacant House Block,20,43750,55089,-36.9044244,142.9599661
Northern Grampians Shire,2013,House,184,160000,168725,-36.9044244,142.9599661
Northern Grampians Shire,2013,Units/Apartment,14,159500,166392,-36.9044244,142.9599661
Northern Grampians Shire,2013,Vacant House Block,22,41000,47045,-36.9044244,142.9599661
Northern Grampians Shire,2012,House,164,159000,176028,-36.9044244,142.9599661
Northern Grampians Shire,2012,Units/Apartment,15,137000,169033,-36.9044244,142.9599661
Northern Grampians Shire,2012,Vacant House Block,14,45000,45750,-36.9044244,142.9599661
Northern Grampians Shire,2011,House,173,145000,155362,-36.9044244,142.9599661
Northern Grampians Shire,2011,Units/Apartment,11,156000,182590,-36.9044244,142.9599661
Northern Grampians Shire,2011,Vacant House Block,19,63000,76605,-36.9044244,142.9599661
Northern Grampians Shire,2010,House,178,150000,167744,-36.9044244,142.9599661
Northern Grampians Shire,2010,Units/Apartment,19,101000,186473,-36.9044244,142.9599661
Northern Grampians Shire,2010,Vacant House Block,29,55000,64468,-36.9044244,142.9599661
Northern Grampians Shire,2009,House,218,140000,156467,-36.9044244,142.9599661
Northern Grampians Shire,2009,Units/Apartment,18,150000,147583,-36.9044244,142.9599661
Northern Grampians Shire,2009,Vacant House Block,34,40000,54073,-36.9044244,142.9599661
Northern Grampians Shire,2008,House,210,136500,144156,-36.9044244,142.9599661
